,col-pi,col-tt,col-gu,col-le,col-pac,col-sho,col-vl,col-bp,col-wg,col-def,col-phy,col-ae,col-pas,col-dri,col-oa,col-pt,Contract,Name,Team
13,233306,1233,7,N/A,80,79,€36M,GK,€70K,49,77,23,75,83,80,87,2016 ~ 2025, D. Henderson,Manchester United  
14,235735,1566,17,N/A,61,30,€2.9M,CB,€7K,68,67,19,55,61,68,85,2017 ~ 2023, E. Ampadu,Sheffield United  
15,253473,1769,18,N/A,67,44,€2.6M,CM,€600,62,64,18,67,68,67,85,2019 ~ 2021, S. Ricci,Empoli  
16,209658,2312,1,N/A,80,82,€94.5M,CM,€130K,81,86,25,82,84,87,88,2018 ~ 2022, L. Goretzka,FC Bayern München  
17,236499,1986,7,N/A,66,67,€14.5M,CDM,€40K,72,70,22,73,76,76,83,2019 ~ 2023, Douglas Luiz,Aston Villa  
18,254088,1574,20,N/A,79,62,€2.3M,CAM,€3K,25,43,17,53,74,66,86,2021 ~ 2025, A. Diallo,Manchester United  
19,223689,1872,0,N/A,66,82,€33M,ST,€67K,39,85,27,59,69,82,82,2018 ~ 2023, W. Weghorst,VfL Wolfsburg  
20,236506,1763,6,N/A,64,39,€25M,CB,€14K,81,76,23,63,69,79,85,2019 ~ 2023, M. Senesi,Feyenoord  
21,245367,1656,19,N/A,62,54,€1.8M,CAM,€2K,52,53,17,59,69,65,84,2019 ~ 2022, X. Simons,Paris Saint-Germain  
22,199503,1963,0,N/A,51,64,€16.5M,CDM,€76K,69,81,27,79,69,79,79,2016 ~ 2023, G. Xhaka,Arsenal  
23,259031,1562,22,N/A,78,64,€1.8M,ST,€5K,24,66,17,47,62,64,86,2020 ~ 2023, L. Delap,Manchester City  
24,192985,2307,0,N/A,77,86,€127.5M,CM,€370K,64,78,29,93,88,91,91,2015 ~ 2025, K. De Bruyne,Manchester City  
25,246960,1871,10,N/A,74,67,€12M,CAM,€6K,41,64,18,75,81,75,85,2018 ~ 2022, M. Ihattaren,PSV  
26,183277,2079,0,N/A,86,80,€66.5M,LW,€270K,35,63,29,83,91,86,86,2019 ~ 2024, E. Hazard,Real Madrid  
27,231352,1772,7,N/A,74,78,€29M,ST,€77K,31,70,22,59,72,78,85,2014 ~ 2023, T. Abraham,Chelsea  
28,222331,1905,5,N/A,86,51,€29M,RB,€46K,82,77,24,66,71,80,85,2014 ~ 2024, L. Klostermann,RB Leipzig  
29,242656,1178,11,N/A,78,68,€10.5M,GK,€37K,36,71,20,73,80,75,86,2020 ~ 2023, I. Meslier,Leeds United  
30,208128,2055,1,N/A,65,74,€30.5M,CAM,€50K,59,57,26,83,84,81,82,2017 ~ 2021, H. Çalhanoğlu,Milan  
31,247851,2053,6,N/A,68,63,€26M,CM,€52K,73,74,22,78,78,79,85,2020 ~ 2024, Bruno Guimarães,Olympique Lyonnais  
32,247497,1473,16,N/A,76,25,€3.3M,CB,€2K,70,74,18,44,44,69,85,2019 ~ 2024, A. Bella Kotchap,VfL Bochum   
33,259816,1870,13,N/A,87,73,€7M,ST,€500,41,73,19,61,70,73,86,2020 ~ 2024, A. Sima,SK Slavia Praha  
34,226271,2105,4,N/A,63,78,€43.5M,CM,€70K,74,68,24,78,83,82,86,2018 ~ 2023, Fabián,Napoli  
35,233795,1763,9,N/A,84,65,€3.1M,ST,€16K,41,72,21,59,72,69,78,2019 ~ 2022, B. Brereton,Blackburn Rovers  
36,237221,1867,8,"Jun 30, 2021",68,45,€12M,CB,€53K,75,73,22,67,72,75,83,"Jun 30, 2021 On Loan", J. Foyth,"Villarreal CFJun ,  On Loan"
37,245275,1974,7,N/A,55,64,€11M,CM,€25K,69,75,23,76,73,75,82,2018 ~ 2022, T. Bašić,FC Girondins de Bordeaux  
38,232756,1744,8,"Jun 30, 2021",80,37,€22M,CB,€59K,78,75,22,57,64,77,85,"Jun 30, 2021 On Loan", F. Tomori,"MilanJun ,  On Loan"
39,243576,2056,8,"Jun 30, 2022",78,67,€36.5M,RWB,€76K,75,75,20,72,79,79,87,"Jun 30, 2022 On Loan", Pedro Porro,"Sporting CPJun ,  On Loan"
40,155862,2258,0,N/A,71,70,€33.5M,CB,€300K,88,85,34,76,73,89,89,2005 ~ 2021, Sergio Ramos,Real Madrid  
41,183711,2224,0,N/A,67,74,€57M,CDM,€140K,81,82,30,84,79,86,86,2011 ~ 2023, J. Henderson,Liverpool  
42,202652,2103,1,N/A,92,80,€95M,LW,€230K,45,70,25,79,88,87,88,2015 ~ 2023, R. Sterling,Manchester City  
43,238160,1709,9,N/A,74,39,€15.5M,CB,€48K,78,78,22,49,61,76,85,2019 ~ 2024, M. Demiral,Juventus  
44,199110,1992,0,N/A,89,83,€30.5M,CF,€80K,27,67,29,75,86,82,82,2019 ~ 2024, L. Muriel,Atalanta  
45,213661,1710,5,N/A,66,31,€29M,CB,€74K,83,72,24,63,68,80,85,2013 ~ 2022, A. Christensen,Chelsea  
46,241637,1990,8,N/A,70,65,€23M,CM,€35K,74,78,20,72,74,77,85,2020 ~ 2024, A. Tchouaméni,AS Monaco  
47,251530,1890,11,N/A,86,52,€4.9M,LWB,€6K,65,75,20,64,73,72,83,2018 ~ 2024, Nuno Tavares,SL Benfica  
48,221363,2151,5,N/A,70,78,€38.5M,CM,€110K,72,78,23,76,79,81,86,2020 ~ 2025, D. van de Beek,Manchester United  
49,244622,1902,8,N/A,83,76,€17M,ST,€9K,44,69,22,66,78,76,84,2017 ~ 2022, Puado,RCD Espanyol  
50,252042,1649,13,N/A,79,68,€4.4M,ST,€5K,22,57,18,59,74,71,84,2020 ~ 2025, João Pedro,Watford  
51,221479,1966,4,N/A,84,77,€37.5M,ST,€90K,39,81,23,64,77,81,85,2016 ~ 2025, D. Calvert-Lewin,Everton  
52,238067,2014,10,N/A,77,73,€16.5M,CAM,€33K,62,77,20,71,78,76,86,2018 ~ 2024, N. Zaniolo,Roma  
53,239231,2107,6,N/A,80,67,€41.5M,LM,€28K,73,74,21,78,80,81,87,2020 ~ 2023, Cucurella,Getafe CF  
54,213345,1977,3,N/A,93,76,€93M,CAM,€110K,30,61,24,79,88,86,89,2015 ~ 2023, K. Coman,FC Bayern München  
55,227813,2144,5,N/A,73,66,€29.5M,LB,€95K,77,69,23,80,80,80,85,2016 ~ 2024, O. Zinchenko,Manchester City  
56,243952,1120,11,N/A,72,71,€11M,GK,€50K,37,75,21,74,77,75,86,2018 ~ 2024, A. Lunin,Real Madrid  
57,224254,2057,6,N/A,91,76,€27.5M,CAM,€21K,49,74,24,74,79,79,85,2014 ~ 2022, C. Pavón,Boca Juniors  
58,215698,1435,4,N/A,81,80,€41M,GK,€34K,50,82,24,85,85,83,87,2015 ~ 2022, M. Maignan,LOSC Lille  
59,231227,1987,6,N/A,69,65,€6M,CM,€16K,71,72,22,71,76,74,80,2020 ~ 2024, N. Dorsch,KAA Gent  
0,41236,2012,0,N/A,60,87,€14.5M,ST,€54K,34,77,38,78,79,84,84,2020 ~ 2022, Z. Ibrahimović,Milan  
1,252143,1927,14,N/A,76,60,€6M,CAM,€7K,56,52,21,73,78,72,86,2018 ~ 2024, Daniel Bragança,Sporting CP  
2,230938,2143,4,N/A,71,72,€33.5M,CDM,€39K,78,86,23,74,78,81,85,2019 ~ 2022, F. Kessié,Milan  
3,241095,2042,6,N/A,83,77,€34M,CAM,€47K,48,71,22,77,83,80,86,2019 ~ 2024, N. Vlašić,PFC CSKA Moscow  
4,255223,1708,14,N/A,81,67,€2.9M,LM,€3K,35,50,20,64,71,68,82,2019 ~ 2021, A. Adli,Toulouse Football Club  
5,240130,1992,7,N/A,81,50,€40M,CB,€115K,80,81,22,67,71,80,87,2019 ~ 2025, Éder Militão,Real Madrid  
6,243414,1902,8,N/A,81,57,€11.5M,LB,€40K,71,68,19,65,73,75,83,2018 ~ 2024, B. Williams,Manchester United  
7,197445,2242,0,N/A,77,70,€31.5M,CB,€95K,83,76,28,81,79,83,83,2010 ~ 2021, D. Alaba,FC Bayern München  
8,210514,2227,2,N/A,86,71,€61M,RM,€170K,80,71,26,83,84,85,87,2019 ~ 2025, João Cancelo,Manchester City  
9,235805,1956,6,"Jun 1, 2022",87,76,€28M,CAM,€50K,44,66,22,73,82,79,85,"Jun 1, 2022 On Loan", F. Chiesa,"JuventusJun ,  On Loan"
10,236792,2104,4,N/A,65,71,€38.5M,CDM,€50K,82,84,25,74,74,82,86,2020 ~ 2024, T. Souček,West Ham United  
11,229880,2023,4,N/A,86,52,€49.5M,RWB,€115K,81,75,22,69,80,83,87,2019 ~ 2024, A. Wan-Bissaka,Manchester United  
12,233096,2006,3,N/A,79,61,€26.5M,CB,€19K,77,89,24,67,71,80,83,2018 ~ 2023, D. Dumfries,PSV  
13,255472,1857,9,N/A,83,68,€17M,CAM,€12K,34,55,22,71,81,76,85,2020 ~ 2025, Pedrinho,SL Benfica  
14,212442,1227,2,N/A,80,77,€16M,GK,€1K,45,76,27,62,83,79,81,2019 ~ 2023, José Sá,Olympiacos CFP  
15,253163,1619,9,N/A,76,36,€6.5M,CB,€58K,73,76,21,51,49,73,82,2018 ~ 2023, R. Araujo,FC Barcelona  
16,243812,1931,9,N/A,87,76,€38M,CAM,€90K,32,57,19,71,83,79,88,2019 ~ 2025, Rodrygo,Real Madrid  
17,251809,1685,7,N/A,63,36,€19.5M,CB,€23K,78,79,20,56,55,77,84,2020 ~ 2025, S. Botman,LOSC Lille  
18,206113,2086,2,N/A,83,85,€88M,RM,€110K,43,70,24,80,86,86,88,2017 ~ 2023, S. Gnabry,FC Bayern München  
19,230142,2048,5,N/A,82,82,€63.5M,CAM,€47K,41,63,23,80,84,84,89,2014 ~ 2024, Oyarzabal,Real Sociedad  
20,225850,1909,4,N/A,73,40,€47M,CB,€82K,83,85,24,68,69,83,87,2015 ~ 2024, P. Kimpembe,Paris Saint-Germain  
21,241852,1890,7,N/A,95,67,€51M,LM,€60K,43,53,20,74,86,81,88,2019 ~ 2025, M. Diaby,Bayer  Leverkusen  
22,224458,2143,5,N/A,84,80,€46M,ST,€105K,57,77,23,73,85,82,87,2020 ~ 2025, Diogo Jota,Liverpool  
23,231969,2180,0,N/A,70,80,€23M,CAM,€66K,66,79,27,83,81,80,80,2019 ~ 2024, R. Malinovskyi,Atalanta  
24,234060,2022,7,"Jun 30, 2021",66,70,€28.5M,CDM,€90K,77,75,22,73,75,78,85,"Jun 30, 2021 On Loan", Y. Herrera,"Granada CFJun ,  On Loan"
25,242434,1885,13,N/A,67,65,€5.5M,CAM,€29K,59,69,19,70,76,72,85,2018 ~ 2025, C. Jones,Liverpool  
26,177003,2253,0,N/A,73,76,€36.5M,CM,€260K,72,66,34,89,88,87,87,2012 ~ 2022, L. Modrić,Real Madrid  
27,215330,1972,3,N/A,84,75,€34.5M,CAM,€73K,39,69,25,77,86,81,84,2018 ~ 2024, J. Correa,Lazio  
28,220814,2004,3,N/A,76,54,€46M,CB,€77K,84,79,24,68,70,83,86,2019 ~ 2024, L. Hernández,FC Bayern München  
29,239901,1782,6,N/A,72,70,€7M,ST,€21K,49,68,22,64,71,74,80,2019 ~ 2023, S. Kalajdžić,VfB Stuttgart  
30,252027,1831,18,N/A,72,57,€2.5M,CM,€700,60,73,17,65,68,67,85,2019 ~ 2022, A. Vranckx,KV Mechelen  
31,231318,2078,7,N/A,75,72,€14.5M,LB,€15K,72,72,22,74,74,76,83,2019 ~ 2025, R. Perraud,Stade Brestois   
32,236496,2047,9,"Jun 30, 2021",73,63,€22.5M,CM,€46K,72,76,21,75,75,77,86,"Jun 30, 2021 On Loan", M. Guendouzi,"Hertha BSCJun ,  On Loan"
33,211234,1610,5,N/A,64,61,€850K,CAM,€2K,32,51,25,64,68,64,69,2020 ~ 2024, E. Zidane,UD Almería  
34,247495,1888,9,N/A,68,64,€9M,CM,€20K,69,67,22,72,69,74,83,2017 ~ 2024, Moncayola,CA Osasuna  
35,216594,2109,1,N/A,80,83,€49.5M,CAM,€42K,38,79,26,82,87,84,85,2019 ~ 2023, N. Fekir,Real Betis  
36,224490,1989,4,N/A,78,58,€23.5M,RB,€32K,75,78,23,71,72,79,83,2018 ~ 2023, Z. Çelik,LOSC Lille  
37,209331,2213,0,N/A,93,87,€120.5M,RW,€250K,45,75,28,81,90,90,90,2017 ~ 2023, M. Salah,Liverpool  
38,248386,1890,12,N/A,66,58,€7M,CDM,€7K,69,71,20,64,74,73,85,2019 ~ 2025, Gustavo Assunção,Famalicão  
39,241496,1848,9,N/A,86,71,€6.5M,ST,€22K,41,60,20,66,75,73,82,2019 ~ 2024, T. Weah,LOSC Lille  
40,192387,2057,0,N/A,84,88,€78M,ST,€125K,39,77,30,67,83,87,87,2016 ~ 2025, C. Immobile,Lazio  
41,240699,2180,7,N/A,85,76,€28M,CAM,€17K,68,67,23,76,81,78,85,2017 ~ 2022, N. De la Cruz,River Plate  
42,213648,2092,4,N/A,61,71,€47.5M,CDM,€95K,80,82,24,76,76,83,87,2020 ~ 2025, P. Højbjerg,Tottenham Hotspur  
43,233866,1964,9,N/A,82,74,€12.5M,CAM,€44K,46,72,22,67,79,75,84,2018 ~ 2022, O. Edouard,Celtic  
44,208596,1970,1,N/A,77,81,€31M,ST,€61K,41,81,26,59,78,81,82,2015 ~ 2022, A. Belotti,Torino  
45,225375,2142,4,N/A,85,68,€33.5M,RWB,€49K,80,77,23,77,78,81,85,2017 ~ 2023, K. Laimer,RB Leipzig  
46,173731,2177,0,"Jun 30, 2021",83,84,€29.5M,ST,€170K,55,70,30,82,80,82,82,"Jun 30, 2021 On Loan", G. Bale,"Tottenham HotspurJun ,  On Loan"
47,231521,2061,7,N/A,76,73,€21.5M,CM,€40K,68,74,21,74,77,77,84,2020 ~ 2025, E. Palacios,Bayer  Leverkusen  
48,156337,1046,7,N/A,71,70,€0,GK,€0,31,64,33,69,69,67,74,2008,  O. Ortíz,Monterrey
49,242602,1749,13,N/A,87,45,€3.6M,RB,€4K,64,74,19,60,68,70,83,2018 ~ 2024, J. Vagnoman,Hamburger SV  
50,199556,2172,0,N/A,64,60,€72M,CM,€135K,79,67,27,85,90,86,86,2012 ~ 2024, M. Verratti,Paris Saint-Germain  
51,221992,2002,3,N/A,93,75,€35M,RM,€71K,41,64,24,71,81,81,84,2019 ~ 2024, H. Lozano,Napoli  
52,229984,2051,4,N/A,76,53,€40.5M,LWB,€85K,77,75,23,76,78,82,86,2020 ~ 2025, B. Chilwell,Chelsea  
53,245155,2013,9,N/A,88,71,€23M,CAM,€10K,60,76,19,70,81,77,86,2020 ~ 2025, M. Kudus,Ajax  
54,256781,1637,17,N/A,71,41,€2.4M,LB,€600,64,61,17,55,64,67,84,2019 ~ 2021, L. Netz,Hertha BSC  
55,222492,2084,3,N/A,92,81,€73.5M,RM,€100K,38,68,24,79,85,85,88,2020 ~ 2025, L. Sané,FC Bayern München  
56,235883,1932,11,"Jun 30, 2021",83,67,€9M,LM,€41K,66,62,20,69,75,74,85,"Jun 30, 2021 On Loan", R. Sessegnon,"TSG  HoffenheimJun ,  On Loan"
57,244260,2012,7,N/A,68,76,€43M,CAM,€51K,50,60,22,79,83,80,87,2020 ~ 2024, Dani Olmo,RB Leipzig  
58,212194,2040,5,N/A,79,75,€39M,CAM,€58K,48,66,24,81,85,81,86,2019 ~ 2024, J. Brandt,Borussia Dortmund  
59,186345,2171,0,N/A,73,63,€32M,RB,€71K,79,72,29,81,77,83,83,2019 ~ 2022, K. Trippier,Atlético Madrid  
0,186345,2171,0,N/A,73,63,€32M,RB,€71K,79,72,29,81,77,83,83,2019 ~ 2022, K. Trippier,Atlético Madrid  
1,244369,1954,6,N/A,85,73,€34M,CAM,€1K,45,57,22,78,80,80,86,2015 ~ 2023, V. Tsygankov,Dynamo Kyiv  
2,224411,2000,5,N/A,86,79,€39M,LM,€39K,36,69,23,76,82,81,86,2018 ~ 2024, Gonçalo Guedes,Valencia CF  
3,236401,2003,5,N/A,82,61,€25M,RB,€16K,74,71,22,74,80,79,84,2016 ~ 2022, N. Mazraoui,Ajax  
4,220883,2082,4,N/A,83,78,€20.5M,ST,€19K,47,79,24,72,78,78,82,2017 ~ 2021, R. Borré,River Plate  
5,207865,2031,3,N/A,77,48,€92.5M,CB,€135K,88,79,26,75,72,87,90,2013 ~ 2024, Marquinhos,Paris Saint-Germain  
6,259377,1669,16,N/A,71,63,€3.5M,CAM,€2K,31,49,17,67,72,69,85,2020 ~ 2024, Yeremy,Villarreal CF  
7,230658,2163,4,N/A,66,73,€60M,CM,€100K,75,71,23,82,87,84,88,2020 ~ 2024, Arthur,Juventus  
8,239380,1980,8,"Jun 30, 2021",81,74,€23.5M,CAM,€14K,51,66,21,70,81,77,85,"Jun 30, 2021 On Loan", N. Lang,"Club Brugge KVJun ,  On Loan"
9,153079,2074,0,N/A,74,89,€64.5M,ST,€240K,33,69,32,75,87,87,87,2011 ~ 2021, S. Agüero,Manchester City  
10,198710,2103,0,N/A,53,86,€30.5M,CAM,€115K,50,62,28,86,86,82,82,2020 ~ 2022, J. Rodríguez,Everton  
11,246785,1660,10,"Jun 30, 2021",77,66,€5M,LM,€10K,26,36,19,67,78,72,82,"Jun 30, 2021 On Loan", Bryan Gil,"SD EibarJun ,  On Loan"
12,210736,2018,3,N/A,81,63,€17M,LWB,€70K,75,63,25,70,79,78,81,2018 ~ 2022, Emerson,Chelsea  
13,226851,1999,3,N/A,69,53,€22M,RB,€57K,78,75,24,72,71,79,82,2019 ~ 2024, B. Pavard,FC Bayern München  
14,237238,2109,5,N/A,68,74,€29M,CDM,€90K,77,84,23,75,76,80,85,2013 ~ 2025, S. McTominay,Manchester United  
15,225263,1751,6,N/A,62,39,€25M,CB,€35K,79,81,23,61,61,79,85,2018 ~ 2023, D. Ćaleta-Car,Olympique de Marseille  
16,241042,1762,11,"Jun 30, 2021",63,46,€8.5M,CDM,€30K,70,69,19,66,67,74,85,"Jun 30, 2021 On Loan", O. Skipp,"Norwich CityJun ,  On Loan"
17,252038,1839,12,N/A,77,67,€7.5M,CAM,€8K,46,58,20,70,74,73,85,2016 ~ 2023, Romário Baró,FC Porto  
18,232580,1709,6,N/A,65,36,€25.5M,CB,€65K,80,80,22,60,57,79,85,2020 ~ 2025, Gabriel,Arsenal  
19,227678,1828,7,N/A,72,39,€20M,CB,€43K,78,75,22,62,71,77,84,2019 ~ 2026, E. Konsa,Aston Villa  
20,229906,2004,4,N/A,94,77,€37.5M,CAM,€70K,33,64,22,73,84,81,85,2017 ~ 2023, L. Bailey,Bayer  Leverkusen  
21,251470,1964,11,N/A,71,71,€9M,LW,€14K,61,69,19,74,75,74,85,2018 ~ 2023, C. De Ketelaere,Club Brugge KV  
22,203376,2103,1,N/A,73,60,€113M,CB,€210K,91,85,28,71,71,90,91,2018 ~ 2023, V. van Dijk,Liverpool  
23,226790,2127,3,N/A,71,62,€52M,CB,€95K,87,84,23,69,74,84,87,2017 ~ 2024, W. Ndidi,Leicester City  
24,255257,1677,17,N/A,90,60,€3.5M,RW,€1K,24,46,17,58,76,69,86,2019 ~ 2023, Joelson Fernandes,Sporting CP  
25,150516,1946,0,N/A,64,79,€1.7M,ST,€12K,36,71,35,77,74,74,74,2020 ~ 2021, L. Podolski,Antalyaspor  
26,247377,1839,12,N/A,84,65,€7.5M,CAM,€650,59,49,20,69,77,73,85,2019 ~ 2025, Marcos Antonio,Shakhtar Donetsk  
27,232104,1913,5,N/A,95,70,€11.5M,RM,€76K,46,61,22,69,75,76,81,2019 ~ 2024, D. James,Manchester United  
28,232119,1834,3,N/A,73,46,€25.5M,CB,€69K,80,80,24,60,67,80,83,2018 ~ 2023, C. Söyüncü,Leicester City  
29,243715,1728,9,"Jun 30, 2021",68,33,€11.5M,CB,€30K,76,76,19,61,66,75,84,"Jun 30, 2021 On Loan", W. Saliba,"OGC NiceJun ,  On Loan"
30,205452,1871,2,N/A,70,43,€32.5M,CB,€100K,83,80,27,67,63,82,84,2017 ~ 2022, A. Rüdiger,Chelsea  
31,237321,1860,7,N/A,73,75,€8.5M,ST,€23K,31,75,22,71,73,74,81,2017 ~ 2022, M. Berisha,FC Red Bull Salzburg  
32,198657,2068,0,N/A,77,60,€13.5M,RB,€12K,73,81,27,73,75,78,78,2017 ~ 2021, J. Svensson,AZ Alkmaar  
33,201535,1926,2,N/A,82,49,€57.5M,CB,€200K,86,82,27,63,63,85,87,2011 ~ 2022, R. Varane,Real Madrid  
34,215333,1899,0,N/A,75,81,€36.5M,ST,€87K,37,84,29,61,78,83,83,2020 ~ 2023, D. Zapata,Atalanta  
35,235073,1116,5,N/A,78,77,€13M,GK,€16K,26,73,22,75,79,77,82,2020 ~ 2024, G. Kobel,VfB Stuttgart  
36,247181,1860,10,N/A,85,66,€9M,CAM,€8K,43,64,19,65,79,74,84,2019 ~ 2024, G. Plata,Sporting CP  
37,232432,1912,5,"Jun 30, 2021",75,80,€27.5M,ST,€130K,29,74,22,68,78,79,84,"Jun 30, 2021 On Loan", L. Jović,"Eintracht FrankfurtJun ,  On Loan"
38,261050,1578,20,N/A,76,58,€2.3M,CAM,€500,31,40,17,60,73,66,86,2021 ~ 2023, Francisco Conceição,FC Porto  
39,203747,1949,3,N/A,84,51,€17M,RB,€66K,73,66,25,69,77,78,81,2014 ~ 2023, Héctor Bellerín,Arsenal  
40,221841,1960,7,N/A,90,76,€11.5M,ST,€38K,35,71,23,65,76,75,82,2018 ~ 2022, A. Armstrong,Blackburn Rovers  
41,253149,1870,12,N/A,90,50,€5.5M,RM,€18K,63,69,19,63,78,72,84,2021 ~ 2025, J. Frimpong,Bayer  Leverkusen  
42,253012,1326,13,N/A,71,70,€4.9M,GK,€7K,52,74,20,69,73,72,85,2019 ~ 2024, L. Morales,Club Atlético Lanús  
43,235569,2107,7,N/A,72,68,€51.5M,CAM,€88K,69,73,23,81,88,81,88,2019 ~ 2024, T. Ndombele,Tottenham Hotspur  
44,254544,1836,14,"Jun 30, 2022",81,68,€4.4M,CAM,€30K,43,65,18,64,75,71,85,"Jun 30, 2022 On Loan", Reinier,"Borussia DortmundJun ,  On Loan"
45,232363,1839,2,N/A,74,41,€75.5M,CB,€140K,88,82,25,59,66,86,88,2017 ~ 2023, M. Škriniar,Inter  
46,208093,2103,0,N/A,79,85,€43M,ST,€61K,46,73,28,77,83,84,84,2018 ~ 2023, Gerard Moreno,Villarreal CF  
47,238476,1632,7,N/A,59,34,€26.5M,CB,€35K,80,80,21,61,50,78,85,2017 ~ 2022, D. Zagadou,Borussia Dortmund  
48,228618,2146,5,N/A,92,64,€49.5M,LWB,€160K,78,84,25,76,79,83,88,2019 ~ 2025, F. Mendy,Real Madrid  
49,208574,2226,0,N/A,88,77,€45M,LM,€50K,68,80,27,81,83,84,84,2019 ~ 2023, F. Kostić,Eintracht Frankfurt  
50,230869,1250,5,N/A,82,77,€25.5M,GK,€18K,47,84,23,74,83,80,85,2015 ~ 2025, Unai Simón,Athletic Club de Bilbao  
51,241084,1922,6,N/A,92,77,€27.5M,CAM,€15K,32,69,23,69,82,79,85,2019 ~ 2024, L. Díaz,FC Porto  
52,231866,2108,3,N/A,65,70,€84M,CDM,€160K,82,82,24,77,77,86,89,2019 ~ 2024, Rodri,Manchester City  
53,241721,1831,7,N/A,86,73,€15M,CAM,€26K,27,70,21,68,80,76,83,2019 ~ 2024, Rafael Leão,Milan  
54,176580,2317,0,N/A,71,90,€51M,ST,€115K,51,83,33,82,83,87,87,2020 ~ 2022, L. Suárez,Atlético Madrid  
55,211688,2097,5,N/A,83,61,€49.5M,LWB,€46K,79,73,25,77,80,83,88,2012 ~ 2023, Gayà,Valencia CF  
56,237942,1836,6,N/A,83,32,€26.5M,LB,€29K,74,75,22,66,73,79,85,2020 ~ 2027, P. Estupiñán,Villarreal CF  
57,234612,1904,5,N/A,89,70,€27M,CAM,€36K,35,59,22,74,83,79,84,2018 ~ 2023, J. Ikoné,LOSC Lille  
0,234612,1904,5,N/A,89,70,€27M,CAM,€36K,35,59,22,74,83,79,84,2018 ~ 2023, J. Ikoné,LOSC Lille  
1,234742,1969,4,N/A,84,77,€37.5M,CAM,€90K,45,63,22,76,81,81,85,2016 ~ 2024, H. Barnes,Leicester City  
2,239817,1984,7,N/A,70,56,€27M,CDM,€24K,72,79,21,74,77,78,85,2017 ~ 2022, B. Soumaré,LOSC Lille  
3,232999,1927,6,N/A,76,48,€15.5M,CDM,€31K,74,75,21,70,73,77,83,2019 ~ 2025, T. Adams,RB Leipzig  
4,220673,2078,4,N/A,66,69,€18.5M,CB,€20K,78,80,24,72,74,78,82,2020 ~ 2024, R. Tapia,RC Celta  
5,224081,2065,4,N/A,67,65,€23M,CDM,€80K,77,81,24,73,74,79,83,2014 ~ 2024, K. Phillips,Leeds United  
6,226110,1998,3,N/A,89,77,€28M,LM,€84K,36,65,25,74,84,80,83,2019 ~ 2024, N. Pépé,Arsenal  
7,239890,1716,9,"Jun 30, 2021",71,36,€15.5M,CB,€18K,74,79,20,56,68,76,85,"Jun 30, 2021 On Loan", O. Kabak,"LiverpoolJun ,  On Loan"
8,253102,1830,11,N/A,69,63,€4.8M,CAM,€3K,55,59,17,71,76,72,83,2020 ~ 2023, A. Aouchiche,AS Saint-Étienne  
9,220697,2087,4,N/A,75,78,€43.5M,CAM,€89K,54,61,23,84,84,82,86,2018 ~ 2024, J. Maddison,Leicester City  
10,235152,1732,14,N/A,73,61,€4.5M,CAM,€26K,33,57,20,70,74,71,85,2018 ~ 2022, F. Kadioglu,Fenerbahçe SK  
11,246672,1698,12,N/A,81,66,€7M,RM,€9K,24,53,18,62,79,73,85,2018 ~ 2027, Barrenetxea,Real Sociedad  
12,259694,1638,11,N/A,68,32,€2.9M,CB,€33K,70,69,21,57,55,69,80,2017 ~ 2023, Mingueza,FC Barcelona  
13,124375,1960,0,N/A,79,83,€10.5M,ST,€47K,34,77,34,68,70,80,80,2020 ~ 2022, B. Yılmaz,LOSC Lille  
14,245152,1613,17,N/A,65,67,€2.2M,ST,€10K,33,69,19,52,61,66,83,2018 ~ 2023, S. Giménez,Cruz Azul  
15,193165,2180,0,N/A,83,67,€38.5M,RM,€23K,77,60,27,79,85,83,83,2015 ~ 2022, J. Corona,FC Porto  
16,220182,1883,3,N/A,76,43,€25M,CB,€61K,81,80,25,67,70,80,83,2018 ~ 2022, J. Denayer,Olympique Lyonnais  
17,225100,1824,5,N/A,82,30,€49.5M,CB,€95K,83,80,23,66,69,83,88,2015 ~ 2024, J. Gomez,Liverpool  
18,245279,2047,5,N/A,86,58,€43M,LB,€85K,78,70,23,75,78,82,87,2020 ~ 2025, Reguilón,Tottenham Hotspur  
19,211300,2013,3,N/A,87,80,€42M,ST,€130K,35,70,24,74,86,82,85,2015 ~ 2024, A. Martial,Manchester United  
20,212228,1948,4,N/A,80,75,€11M,ST,€40K,46,81,24,59,71,76,80,2020 ~ 2025, I. Toney,Brentford  
21,259868,1685,17,N/A,68,54,€1M,CAM,€500,59,56,17,61,63,62,79,2020 ~ 2025, P. Sarr,FC Metz  
22,260105,1508,20,N/A,65,30,€1.9M,CB,€4K,65,70,18,44,53,65,85,2020 ~ 2025, R. Drăgușin,Juventus  
23,208722,2193,0,N/A,94,83,€92M,LW,€230K,44,76,28,79,90,88,88,2016 ~ 2023, S. Mané,Liverpool  
24,229668,2009,3,N/A,76,49,€36M,CB,€59K,83,80,25,72,70,82,85,2019 ~ 2024, Mario Hermoso,Atlético Madrid  
25,234642,1149,2,N/A,81,78,€18M,GK,€74K,34,79,28,75,81,80,82,2020 ~ 2025, E. Mendy,Chelsea  
26,240915,1867,10,"Jun 30, 2021",77,56,€9M,LWB,€63K,70,66,20,65,73,74,84,"Jun 30, 2021 On Loan", Miranda,"Real BetisJun ,  On Loan"
